year,filterOrgCategory,filterRegion,filterAffiliation,filterIOType,nameEN,nameFR,addressOSM,addressInfoboxDisplay,locationBuilding,city,country,representativeName,representativeGender,event,note1,note2,source1,source2,photos
1980,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"1, Chemin de Plonjon",,,Genève,Switzerland,Djin Tchoung Kouk,,,Observer,,,,
1981,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"1, Chemin de Plonjon",,,Genève,Switzerland,Djin Tchoung Kouk,,,Observer,,,,
1982,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"1, Chemin de Plonjon",,,Genève,Switzerland,Djin Tchoung Kouk,,,Observer,,B1982_jan,,
1983,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"1, Chemin de Plonjon",,,Genève,Switzerland,Djin Tchoung Kouk,,,Observer,,B1983_jan,,
1984,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"1, Chemin de Plonjon",,,Genève,Switzerland,Kim Hyeung Ou,,representativeChange,Observer,,B1984_jan,,
1985,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"1, Chemin de Plonjon",,,Genève,Switzerland,Kim Hyeung Ou,,,Observer,,B1985_jan,,
1986,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"1, Chemin de Plonjon",,,Genève,Switzerland,Kim Hyeung Ou,,,,,B1986_jan,,
1987,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"1, Chemin de Plonjon",,,Genève,Switzerland,Ri Tcheul,,representativeChange,,,no,,
1988,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"1, Chemin de Plonjon",,,Genève,Switzerland,Ri Tcheul,,,,,no,,
1989,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"1, Chemin de Plonjon",,,Genève,Switzerland,Ri Tcheul,,,,,no,,
1990,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"1, Chemin de Plonjon",,,Genève,Switzerland,Ri Tcheul,,,,,B1990_mar,,
1991,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"1, Chemin de Plonjon",,,Genève,Switzerland,Ri Tcheul,,,,,no,,
1992,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"1, Chemin de Plonjon",,,Genève,Switzerland,Ri Tcheul,,,,,no,,
1993,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"1, Chemin de Plonjon",,,Genève,Switzerland,Ri Tcheul,,,,,no,,
1994,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"1, Chemin de Plonjon",,,Genève,Switzerland,Ri Tcheul,,,,,no,,
1995,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"1, Chemin de Plonjon",,,Genève,Switzerland,Ri Tcheul,,,,,B1995_april,,
1996,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"1, Chemin de Plonjon",,,Genève,Switzerland,Ri Tcheul,,,,,no,,
1997,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"1, Chemin de Plonjon",,,Genève,Switzerland,Ri Tcheul,,,,,no,,
1998,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"1, Chemin de Plonjon",,,Genève,Switzerland,Ri Tcheul,,,,,no,,
1999,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"1, Chemin de Plonjon",,,Genève,Switzerland,Ri Tcheul,,,,,no,,
2000,Permanent Representation,Eastern Asia,,,Popular Democratic Republic of Korea,République populaire démocratique de Corée,"1, Chemin de Plonjon",,,Genève,Switzerland,Ri Tcheul,,,,,B2000_april,,
1927,Permanent Representation,Southern Europe,,,Portugal,Portugal,"47, Rue Philippe-Plantamour",,,Genève,Switzerland,De Calheiros e Menezes,,,Ambassador in Bern: Antonio Maria Bartholemeu Ferreira is representative of Portugal,,https://archives.ungeneva.org/t58q-dg33-89he/download?token=c26ef17c1423b553fb2a37fd88c7595e4b27b8b4ce4eb01f5b61c65e897dcd58,https://archives.ungeneva.org/communications-entre-le-secretariat-et-le-gouvernement-portugais-dossier-a-ce-sujet/download?token=770e4f23138da327417721e1e13ff552a4defb88dc11456c6b8110712ce11397,
1928,Permanent Representation,Southern Europe,,,Portugal,Portugal,"47, Rue Philippe-Plantamour",,,Genève,Switzerland,De Calheiros e Menezes,,,,,https://archives.ungeneva.org/restauration-financiere-du-portugal-reorganisation-de-la-banque-du-portugal/download?token=d003dfe4b9b50e9c573c57efb01292b8df99a6248cfb54a529852b5b42c286a3,,
1929,Permanent Representation,Southern Europe,,,Portugal,Portugal,"47, Rue Philippe-Plantamour",,,Genève,Switzerland,De Calheiros e Menezes,,,,,,,
1930,Permanent Representation,Southern Europe,,,Portugal,Portugal,"47, Rue Philippe-Plantamour",,,Genève,Switzerland,A.M. Ferraz de Andrade,,representativeChange,Appointed Head of the Office,,,,
1931,Permanent Representation,Southern Europe,,,Portugal,Portugal,"47, Rue Philippe-Plantamour",,,Genève,Switzerland,A.M. Ferraz de Andrade,,,,,,,
1932,Permanent Representation,Southern Europe,,,Portugal,Portugal,"47, Rue Philippe-Plantamour",,,Genève,Switzerland,A.M. Ferraz de Andrade,,,,,,,
1933,Permanent Representation,Southern Europe,,,Portugal,Portugal,"47, Rue Philippe-Plantamour",,,Genève,Switzerland,Henrique da Guerra Quaresma Vianna,,representativeChange,Appointed Head of the Office,,https://archives.ungeneva.org/communications-with-the-goverment-of-portugal/download,,
1934,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Henrique da Guerra Quaresma Vianna,,addressChange,New Address (June 1934),,https://archives.ungeneva.org/communications-with-the-goverment-of-portugal/download,,
1935,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Henrique da Guerra Quaresma Vianna,,,,,https://archives.ungeneva.org/list-of-permanent-representatives-accredited-to-the-league-of-nations/download?token=7cfc77d4fb0ea16e5ce8d355115fb759da87da97d93945ae8bfc5da8a4a1d024,,
1936,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Henrique da Guerre Quaresta Vianna,,,,,https://archives.ungeneva.org/communications-with-the-goverment-of-portugal,,
1937,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,L. Esteves Ferandes,,representativeChange,,,https://archives.ungeneva.org/communications-with-the-goverment-of-portugal/download,,
1938,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,L. Esteves Ferandes,,,,,,,
1939,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Rodrigo Ayres de Magalhaes,,representativeChange,,,https://archives.ungeneva.org/communication-with-national-governments-revision-of-list-of-permanent-representatives-1940/download?token=80e26f06b7cf4e443bcf4fff9290fbba58c71de9e526d675c08142974983310c,,
1940,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Rodrigo Ayres de Magalhaes,,,,,https://archives.ungeneva.org/communications-with-the-goverment-of-portugal/download?token=5ee015a4dd31fd4a939c971c80489ba2611688b7bf6e1f0b8060d757d4d32852,,
1941,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Jorge Bahia,,representativeChange,,,https://archives.ungeneva.org/communications-with-the-goverment-of-portugal/download,,
1942,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Jorge Bahia,,,,,,,
1943,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Jorge Bahia,,,,,,,
1944,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Jorge Bahia,,,,,https://archives.ungeneva.org/communications-with-the-goverment-of-portugal/download,,
1945,Permanent Representation,Southern Europe,,,Portugal,Portugal,"14, Crêts-de-Champel",,,Genève,Switzerland,Jorge Bahia,,addressChange,Chargé d'Affaires du Portugal près de la SdN,,https://archives.ungeneva.org/communications-with-the-national-governments-periodic-lists-of-governments-addresses-and-of-national-delegations-and-league-services/download?token=05db60df535971d187bafea5dffc327f096382cf0e34d0bbd1f4a54b809587c3,,
1955,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Fernando de Alcambar Pereira,,representativeChange,non member,,B1955-dec,,
1956,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Fernando de Alcambar Pereira,,,,,B1956_jun,,
1957,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Fernando de Alcambar Pereira,,,,,B1957_June_Dec,,
1958,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Fernando de Alcambar Pereira,,,,,1958_June_Dec,,
1959,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Fernando de Alcambar Pereira,,,,,B1959_June_Dec,,
1960,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Fernando de Alcambar Pereira,,,,,B1960_June_Dec,,
1961,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Fernando de Alcambar Pereira,,,,,B1961_Jan_Dec,,
1962,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Fernando de Alcambar Pereira,,,,,B1962_June_Dec,,
1963,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Fernando de Alcambar Pereira,,,,,B1963_Jun_Dec,,
1964,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Fernando de Alcambar Pereira,,,,,B1964_Jun_Dec,,
1965,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Fernando de Alcambar Pereira,,,,,B1965_Jun_Dec,,
1966,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Fernando de Alcambar Pereira,,,,,B1966_Jun_Dec,,
1967,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Fernando de Alcambar Pereira,,,,,B1967_June_Dec,,
1968,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Fernando de Alcambar Pereira,,,,,B1968_June_Dec,,
1969,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Fernando de Alcambar Pereira,,,,,B1969_Oct_Jan1970_(Dec missing),,
1970,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Fernando de Alcambar Pereira,,,,,B1970_July_1971_Jan_1972_Apr,,
1971,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Fernando de Alcambar Pereira,,,,,B1970_July_1971_Jan_1972_Apr,,
1972,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Fernando de Alcambar Pereira,,,,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1973,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Fernando de Alcambar Pereira,,,,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1974,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Adriano de Carvalho,,representativeChange,Appointed May,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1975,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Adriano de Carvalho,,,,,B1975_jan,,
1976,Permanent Representation,Southern Europe,,,Portugal,Portugal,"41, Quai Wilson",,,Genève,Switzerland,Adriano de Carvalho,,,,,AG76,,
1977,Permanent Representation,Southern Europe,,,Portugal,Portugal,"9-11, Rue de Varembé",,,Genève,Switzerland,Adriano de Carvalho,,addressChange,,,AG77,,
1978,Permanent Representation,Southern Europe,,,Portugal,Portugal,"9-11, Rue de Varembé",,,Genève,Switzerland,Adriano de Carvalho,,,,,B1978_jan,,
1979,Permanent Representation,Southern Europe,,,Portugal,Portugal,"9-11, Rue de Varembé",,,Genève,Switzerland,Adriano de Carvalho,,,,,B1979_dec,,
1980,Permanent Representation,Southern Europe,,,Portugal,Portugal,"9-11, Rue de Varembé",,,Genève,Switzerland,Adriano de Carvalho,,,,,B1980_jan,,
1981,Permanent Representation,Southern Europe,,,Portugal,Portugal,"9-11, Rue de Varembé",,,Genève,Switzerland,Fernando Reino,,representativeChange,,,no,,
1982,Permanent Representation,Southern Europe,,,Portugal,Portugal,"9-11, Rue de Varembé",,,Genève,Switzerland,Fernando Reino,,,,,no,,
1983,Permanent Representation,Southern Europe,,,Portugal,Portugal,"9-11, Rue de Varembé",,,Genève,Switzerland,Fernando Reino,,,,,no,,
1984,Permanent Representation,Southern Europe,,,Portugal,Portugal,"9-11, Rue de Varembé",,,Genève,Switzerland,Fernando Reino,,,,,no,,
1985,Permanent Representation,Southern Europe,,,Portugal,Portugal,"9-11, Rue de Varembé",,,Genève,Switzerland,Antonio Costa Lobo,,representativeChange,Appointed June,,B1985_jan,,
1986,Permanent Representation,Southern Europe,,,Portugal,Portugal,"1, Rue Richard-Wagner",,,Genève,Switzerland,Antonio Costa Lobo,,addressChange,,,B1986_jan,,
1987,Permanent Representation,Southern Europe,,,Portugal,Portugal,"1, Rue Richard-Wagner",,,Genève,Switzerland,Antonio Costa Lobo,,,,,no,,
1988,Permanent Representation,Southern Europe,,,Portugal,Portugal,"1, Rue Richard-Wagner",,,Genève,Switzerland,Antonio Costa Lobo,,,,,no,,
1989,Permanent Representation,Southern Europe,,,Portugal,Portugal,"1, Rue Richard-Wagner",,,Genève,Switzerland,Antonio Costa Lobo,,,,,no,,
1990,Permanent Representation,Southern Europe,,,Portugal,Portugal,"1, Rue Richard-Wagner",,,Genève,Switzerland,Antonio Costa Lobo,,,,,B1990_mar,,
1991,Permanent Representation,Southern Europe,,,Portugal,Portugal,"1, Rue Richard-Wagner",,,Genève,Switzerland,Antonio Costa Lobo,,,,,no,,
1992,Permanent Representation,Southern Europe,,,Portugal,Portugal,"1, Rue Richard-Wagner",,,Genève,Switzerland,Zozimo Da Silva,,,appoinetd January,,no,,
1993,Permanent Representation,Southern Europe,,,Portugal,Portugal,"1, Rue Richard-Wagner",,,Genève,Switzerland,Zozimo Da Silva,,,,,no,,
1994,Permanent Representation,Southern Europe,,,Portugal,Portugal,"1, Rue Richard-Wagner",,,Genève,Switzerland,Zozimo Da Silva,,,,,no,,
1995,Permanent Representation,Southern Europe,,,Portugal,Portugal,"1, Rue Richard-Wagner",,,Genève,Switzerland,Gonçalo Aires de Santa Clara Gomes,,representativeChange,,,B1995_april,,
1996,Permanent Representation,Southern Europe,,,Portugal,Portugal,"33, Rue Antoine-Carteret",,,Genève,Switzerland,Gonçalo Aires de Santa Clara Gomes,,addressChange,,,B1996_april,,
1997,Permanent Representation,Southern Europe,,,Portugal,Portugal,"33, Rue Antoine-Carteret",,,Genève,Switzerland,Gonçalo Aires de Santa Clara Gomes,,,,,no,,
1998,Permanent Representation,Southern Europe,,,Portugal,Portugal,"33, Rue Antoine-Carteret",,,Genève,Switzerland,Gonçalo Aires de Santa Clara Gomes,,,,,b1998_april,,
1999,Permanent Representation,Southern Europe,,,Portugal,Portugal,"33, Rue Antoine-Carteret",,,Genève,Switzerland,Alvaro de Mendonça e Moura,,representativeChange,Appointed June,,no,,
2000,Permanent Representation,Southern Europe,,,Portugal,Portugal,"33, Rue Antoine-Carteret",,,Genève,Switzerland,Alvaro de Mendonça e Moura,,,,,B2000_april,,
1975,Permanent Representation,Western Asia,,,Qatar,Qatar,,,,Genève,Switzerland,Abdul Rahman Al-Attyiah,,,no address in AG; Appointed January,,AG75,,
1976,Permanent Representation,Western Asia,,,Qatar,Qatar,"139, Rue de Lausanne",,,Genève,Switzerland,Abdul Rahman Al-Attyiah,,,,,,,
1977,Permanent Representation,Western Asia,,,Qatar,Qatar,"139, Rue de Lausanne",,,Genève,Switzerland,Abdul Rahman Al-Attyiah,,,,,,,
1978,Permanent Representation,Western Asia,,,Qatar,Qatar,"149B, Route de Ferney",,,Genève,Switzerland,Abdul Rahman Al-Attyiah,,addressChange,,,B1978_jan,,
1979,Permanent Representation,Western Asia,,,Qatar,Qatar,"149B, Route de Ferney",,,Genève,Switzerland,Abdul Rahman Al-Attyiah,,,,,B1979_jan,,
1980,Permanent Representation,Western Asia,,,Qatar,Qatar,"149B, Route de Ferney",,,Genève,Switzerland,Abdul Rahman Al-Attyiah,,,,,B1980_jan,,
1981,Permanent Representation,Western Asia,,,Qatar,Qatar,"149B, Route de Ferney",,,Genève,Switzerland,Mohammed Salem Rashid Al-Kuwari,,representativeChange,Appointed July,,no,,
1982,Permanent Representation,Western Asia,,,Qatar,Qatar,"149B, Route de Ferney",,,Genève,Switzerland,Mohammed Salem Rashid Al-Kuwari,,,,,no,,
1983,Permanent Representation,Western Asia,,,Qatar,Qatar,"149B, Route de Ferney",,,Genève,Switzerland,Mohammed Salem Rashid Al-Kuwari,,,,,no,,
1984,Permanent Representation,Western Asia,,,Qatar,Qatar,"149B, Route de Ferney",,,Genève,Switzerland,Mohammed Salem Rashid Al-Kuwari,,,,,no,,
1985,Permanent Representation,Western Asia,,,Qatar,Qatar,"149B, Route de Ferney",,,Genève,Switzerland,Mohammed Salem Rashid Al-Kuwari,,,,,B1985_jan,,
1986,Permanent Representation,Western Asia,,,Qatar,Qatar,"149B, Route de Ferney",,,Genève,Switzerland,Mohammed Salem Rashid Al-Kuwari,,,,,no,,
1987,Permanent Representation,Western Asia,,,Qatar,Qatar,"149B, Route de Ferney",,,Genève,Switzerland,Mohammed Salem Rashid Al-Kuwari,,,,,no,,
1988,Permanent Representation,Western Asia,,,Qatar,Qatar,"149B, Route de Ferney",,,Genève,Switzerland,Mohammed Salem Rashid Al-Kuwari,,,,,no,,
1989,Permanent Representation,Western Asia,,,Qatar,Qatar,"149B, Route de Ferney",,,Genève,Switzerland,Mohammed Salem Rashid Al-Kuwari,,,,,no,,
1990,Permanent Representation,Western Asia,,,Qatar,Qatar,"149B, Route de Ferney",,,Genève,Switzerland,Mohammed Salem Rashid Al-Kuwari,,,,,B1990_mar,,
